text,aspect,polarity,label
Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,three course meal,positive,0
The dining room is quietly elegant with no music to shout over -- how refreshing!,dining room,positive,0
"Great food, good size menu, great service and an unpretensious setting.",menu,positive,0
The bagels are also reasonably priced for NYC.,priced,positive,0
"While the menu isn't especially groundbreaking, everything I've tried so far has been well-executed and tasty.",menu,conflict,3
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",signs,positive,0
Their whitefish salad is excellent--all whitefish with a little mayo.,mayo,positive,0
Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel,positive,0
"Terrible, terrible management - deserves to be shut-down.",management,negative,1
The banana tower is an amazing dessert as well.,dessert,positive,0
"The waiters are sweet, the food is tasty and the bill is never too large.",waiters,positive,0
BE CAREFUL before you request extra spice.,spice,neutral,2
"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.",seafood,neutral,2
The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,flavor,negative,1
"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!",check,neutral,2
It was not above ordinary and the beef version had cheap (undercooked) beef.,beef version,negative,1
They have a huge selection of different cream cheeses and all of their salads are great.,cream cheeses,positive,0
"The production is a symphony, alot of fun to experience.The food sublime for the most part.",food,positive,0
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,seating,negative,1
"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.",food,positive,0
My friend got the mushroom pizza which tasted better.,mushroom pizza,positive,0
The establishment scores big points in presentation and style.,establishment,positive,0
"Good spreads, great beverage selections and bagels really tasty.",spreads,positive,0
"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",seafood,negative,1
The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,steak,positive,0
"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",atmosphere,positive,0
"The menu was impressive with selections ranging from a burger, to steak, to escargot.",menu,positive,0
The owners and employees are friendly and their pizza is fantastic.,owners,positive,0
Try sushimi cucumber roll.,sushimi cucumber roll,positive,0
It's great to go for a quick lunch either alone or with a friend.,lunch,positive,0
It's all about the food !!,food,positive,0
Wow over 100 beers to choose from.,beers,positive,0
"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",fried tofu,negative,1
This place is not worth the prices.,prices,negative,1
Right off the major deegan you get ladies from all over the city.,ladies,positive,0
We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,meal,positive,0
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",atmosphere,positive,0
"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",Chinese food,neutral,2
The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.,atmosphere,positive,0
"The atmosphere is unheralded, the service impecible, and the food magnificant.",food,positive,0
They have some great entrees here as well.,entrees,positive,0
Baluchi's has solid food and a nice decor at reasonable prices.,decor,positive,0
"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",after dinner drink,positive,0
The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,meal,positive,0
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",chilaquiles,positive,0
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",chicken parm,conflict,3
"i've been to sapphire twice and both times the food was fine, if not good.",food,positive,0
"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",open kitchen,positive,0
"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.",pot of boiling water,neutral,2
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,food,negative,1
"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",bread,positive,0
"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.",quality of food,negative,1
Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.,Pad Se-Ew,positive,0
